doc_id,text,p_green,u,llm_green_suggested,llm_confidence,llm_rationale,is_green_human,notes
12838,"1. A method for authenticating a computing device to access functionalities, comprising: receiving, in the computing device, a first signal from a proximity beacon device; obtaining, from the received first signal, information that indicates whether the proximity beacon device has detected movement; determining whether the obtained information from the received first signal matches stored data corresponding to the validity of a known location of the proximity beacon device; performing an abbreviated authentication operation for the computing device to access the functionalities in response to determining that the obtained information from the received first signal matches the stored data; and performing a normal authentication operation for the computing device to access the functionalities in response to determining that the obtained information from the received first signal does not match the stored data.",0.4990898929090515,0.998179785818103,,,,,
47336,"1. A lid for a container, comprising: a lid cover adapted for covering at a top opening of said container, wherein said lid cover has a drinking hole and an air vent spacedly formed at a peripheral portion of said lid cover to maximize a distance between said drinking hole and said air vent; and an enclosure arrangement which comprises a drinking hole plug movably extended from said lid cover detachably engaged with and sealed at said drinking hole, and a vent plug movably extended from said lid cover detachably engaged with and sealed at said air vent, wherein said drinking hole plug and said vent plug are two individual plugs that said drinking hole plug and said vent plug selectively and individually cover at said drinking hole and said air vent respectively, wherein said enclosure arrangement further comprises a vent plug pit indently provided on said lid cover at a position adjacent to said air vent, wherein said vent plug is selectively engaged with one of said air vent and said vent plug pit.",0.501101326435345,0.99779734712931,,,,,
19666,"1. A method of detecting soil macronutrient, plant nutrient uptake, phosphate contaminant in ground water, phosphate contaminant in rivers and phosphate poison in agriculture products, comprising: introducing a monobasic phosphate (H",0.4988211843105177,0.9976423686210354,,,,,
36345,"1. A polymer comprising a repeating unit of the formula wherein a is 0, 1, 2, or 3, a′ is 0, 1, 2, or 3; b is 0, 1, 2, or 3; b′ is 0, 1, 2, or 3; c is 0, 1, 2, or 3; c′ is 0, 1, 2, or 3; R a C a C a C a C a C —CO—C E D R R R R d is an integer from 1 to 50; R Ar wherein X is —O—, —S—, —NR R R R R R R Ar wherein X R R R R R R R R D is —CO—, —COO—, —S—, —O—, or —NR E is C G is E, or C R R R R R R with the proviso that at least one of the groups R and wherein the polymer comprises at least one unit of the formula Ia to Ie, wherein R E R R R d is an integer from 1 to 10; R R",0.5012657414749047,0.9974685170501907,,,,,
17866,"1. A method for detecting a target nucleic acid of two or more different pathogens in a biological sample from a patient, said method comprising: amplifying the target nucleic acids in the sample utilizing at least first and second primer pairs that bind conserved regions in two or more different pathogens, wherein the first and second primer pairs are SEQ ID NOS: 1-2, corresponding to gram-positive and gram-negative bacteria, respectively, and SEQ ID NOS: 7-8, corresponding to enteroviruses; contacting the amplified target nucleic acids with an oligonucleotide microarray, said microarray including two or more probes or sets of probes comprising polynucleotide sequences complementary to two or more different pathogens, wherein the probes comprise polynucleotide sequences selected from the group consisting of SEQ ID NOS: 13-21, corresponding to detecting binding of amplified target nucleic acids to the probes, wherein binding to a probe indicates the presence of the polynucleotide sequence to which the probe is complementary in the sample.",0.5013194251471661,0.9973611497056678,,,,,
18779,1. A compound of the general formula: wherein X and X′ are independently O or S; A is unsubstituted or substituted phenyl wherein the substituents are independently 1 to 5H; halo; nitro; cyano; hydroxy; amino (—NR B is E is unsubstituted or substituted (C wherein R G is H or CN; provided that: 1) when E is unsubstituted or substituted (C 2) when E is a substituted (C wherein R,0.5014222468353161,0.9971555063293678,,,,,
43599,"1. A communications apparatus, comprising: a first wireless communications module providing a first wireless communications service and communicating with a first communications device in compliance with a first protocol; a second wireless communications module providing a second wireless communications service and communicating with a second communications device in compliance with a second protocol; and a clock source shared by the first and the second communications modules and providing a reference clock to the first and the second communications modules, wherein the first wireless communications module detects a request from the second wireless communications module for activating the clock source, determines whether the reference clock has been stably generated by the clock source, and adjusts an electrical characteristic of the clock source to facilitate the reference clock output from the clock source to achieve a target frequency when the reference clock has not been stably generated.",0.4985493513115606,0.9970987026231212,,,,,
4707,"1. A method for sequestering carbon dioxide in an aquifer comprising: providing a carbon dioxide stream in which at least 50 weight % of the stream is carbon dioxide; providing an aquifer that includes water and porous rock, the porous rock having interstitial pores; injecting the carbon dioxide stream into the aquifer under conditions suitable for laterally dispersing the carbon dioxide so as to trap at least about 20 vol % of the injected carbon dioxide into the interstitial pores of the porous rock of the aquifer, wherein the lateral dispersion is created by injecting the carbon dioxide into a well and selecting a density and a point of injection wherein the ratio of densities of aquifer fluids/carbon dioxide stream is less than about 2, the overpressure of the carbon dioxide stream at the point of injection is from about 150-500 atmospheres, and wherein the lateral dispersion causes at least 20 vol % of the injected carbon dioxide to be trapped in the interstitial pores.",0.49853563514151367,0.9970712702830273,,,,,
40796,"1. A system, comprising: a memory that stores instructions associated with components; and a processor that executes the instructions stored in the memory to facilitate performance of operations by the components, the components comprising:",0.498441632242524,0.996883264485048,,,,,
19198,"1. A substrate processing method comprising: a coating step that applies a coating liquid to a substrate having a front surface on which a pattern is formed, thereby forming a coating film on the substrate; a film removing step that heats the substrate to gasify components of the coating film thereby to reduce a thickness of the film; and a film curing step that is performed after or simultaneously with the film removing step and that heats the substrate to cure the coating film through crosslinking reaction, wherein the film removing step is performed under conditions ensuring that an average thickness of the cured coating film is not greater than 80% of an average thickness of the coating film before being subjected to the film removing step.",0.501589916890556,0.996820166218888,,,,,
13261,"1. A switch, comprising: a plurality of ingress ports in an input/output section of the switch, said plurality of ingress ports receiving traffic from a corresponding plurality of network devices that are coupled to said plurality of ingress ports via a respective plurality of network communication cables; and a packet rate control module in a processing core section of the switch, said packet rate control module determining whether a combined arrival rate of traffic received on said plurality of ingress ports in said input/output section of the switch exceeds a packet processing rate of said processing core section of the switch in routing said traffic received on said plurality of ingress ports to a plurality of egress ports in said input/output section of the switch, said packet rate control module initiating a delivery of packet rate control messages to said plurality of network devices via said network communication cables upon a determination that said combined arrival rate of traffic received on said plurality of ingress ports in said input/output section of the switch exceeds said packet processing rate of said processing core section of the switch, said packet rate control messages instructing said plurality of network devices to reduce a delivery rate of traffic to said plurality of ingress ports.",0.4983841904078024,0.9967683808156048,,,,,
34340,"1. An integrated circuit system comprising: an active layer of a semiconductor die, the active layer comprising an active circuit; a measuring layer vertically integrated with the semiconductor die, the measuring layer comprising a sensor configured to generate an indication of a pH of a fluid, and the measuring layer configured to provide the indication of the pH of the fluid to the active circuit; a fluid path configured to provide the fluid from external to the integrated circuit system to the sensor; and a signal transmission layer comprising a coil configured to transmit a signal indicative of the pH of the fluid from the integrated circuit system.",0.5017420912386349,0.9965158175227302,,,,,
12569,"1. A method of removing surfactants or capping agents, comprising: providing a noble-metal or non-noble transition metal structure having a plurality of surfactants and/or capping agents on a surface of the metal structure; inducing the desorption of the plurality of surfactants and/or capping agents by CO adsorption on the surface of the metal structure by immersing the metal structure into a first solution, wherein the first solution comprises CO; and stripping a CO monolayer formed on the surface of the metal structure by electrochemical oxidation in a second solution comprising an electrolyte.",0.49810895579251296,0.9962179115850259,,,,,
20121,"1. A generator comprising: a rotor ring having a peripheral channel with respective left and right sidewall portions and a central web portion arranged between the left and right sidewall portions, opposite faces of the central web portion carrying respective first and second sets of magnetic elements; a stator ring with a peripheral portion that is sized and adapted to be at least partially received in the peripheral channel of the rotor ring between the left and right sidewalls, the peripheral portion having left and right inner faces carrying respective first and second sets of stator teeth, respectively, each of the stator teeth having windings or coils, the rotor ring being constructed and arranged to rotate relative to the stator ring, the positioning of the stator ring relative to the rotor ring establishing first and second axial air gaps between the first and second sets of magnetic elements and the first and second sets of stator teeth; and one or more sets of rolling gap supports bearing between the stator ring and the rotor ring so as to maintain first and second axial air gaps.",0.5019012678789944,0.9961974642420113,,,,,
21101,1. A light fixture comprising: a non-isolated DC-DC power converter having an input connected to circuit ground of a DC power source and further configured to provide an output to drive a light source; a chassis configured to house the light source and to be coupled to earth ground; and a surge protection circuit comprising,0.502013650657198,0.9959726986856039,,,,,
22524,"1. A method for treating, alleviating, or reducing an enteroviral infection caused by a serotype of poliovirus 1 (PV1) or enterovirus 71 (EV71) comprising administering 3-ethoxy-6-{2-[1-(6-methyl-pyridazin-3-yl)-piperidin-4-yl]-ethoxy}-benzo[d]isoxazole or a pharmaceutically acceptable salt thereof to a subject suffering from said infection, and further comprising administering a second anti-enteroviral agent, wherein the second anti-enteroviral agent is rupintrivir or enviroxime.",0.5020334635770402,0.9959330728459197,,,,,
34597,"1. A method for the purification of a prostaglandin by supercritical fluid chromatography, said method comprising using a stationary phase and a mobile phase comprising carbon dioxide, wherein the stationary phase is a non-chiral stationary phase selected from the group consisting of 4 ethyl pyridine, 2-ethyl pyridine and pyridine urea or a chiral stationary phase and the prostaglandin is a compound of formula (I), a compound of formula (II), or a compound of formula (IV): wherein, V is C; W is X is CONR Y is Z is C R R R R Halo is fluorine, chlorine, bromine or iodine.",0.4979104784647526,0.9958209569295052,,,,,
8476,"1. A portable electronic device having a housing, comprising: a global navigation satellite system receiver that produces satellite location data from received satellite signals; an accelerometer in the housing that detects movement of the portable electronic device and that produces corresponding accelerometer signals; wherein the accelerometer comprises at least one vibrating element; a sensor with a magnetic element that measures how the portable electronic device is oriented with respect to the Earth's magnetic field and that produces corresponding compass signals; and processing circuitry in the housing that computes where the portable electronic device is geographically located based on the satellite location data, the accelerometer signals, and the compass signals, wherein the processing circuitry in the portable electronic device uses at least the compass signals to compute a geographic location of the portable electronic device and wherein the processing circuitry in the portable electronic device uses the compass signals at least to compute a heading change of the portable electronic device.",0.49789771717916964,0.9957954343583393,,,,,
29211,"1. A method, comprising: providing a container structure that at least partially defines at least one storage chamber, the at least one storage chamber including at least one first device positioned therein that is configured to transmit one or more radio-frequency signals, the container structure including, one or more accesses to the at least one storage chamber; and a multi-layer insulation composite material having a bandgap material that is transmissive to the one or more radio-frequency signals, the multi-layer insulation composite material including, a first thermally-reflective layer; a second thermally-reflective layer spaced from the first thermally-reflective layer; and a region between the first and second thermally-reflective layers that limits heat conduction therebetween; and transmitting the one or more radio-frequency signals from the at least one first device positioned in the at least one storage chamber and through the container structure; wherein transmitting the one or more radio-frequency signals from the at least one first device positioned in the at least one storage chamber and through the container structure includes transmitting the one or more radio-frequency signals from the at least one first device to at least one second device positioned external to the container structure.",0.4978606494907365,0.995721298981473,,,,,
40926,"1. A method for separating electronic components, comprising the processing steps of: A) placing an assembly of electronic components on a manipulator, the assembly comprising a first substrate layer, a second component layer on the first substrate layer, and an outer conductive layer on the second component layer, B) transporting the electronic components with the manipulator relative to a first cutting tool and cutting to a first cutting depth of at least 10% or more of a thickness of the first and second layers of the assembly with the first cutting tool along first cutting lines such that the assembly is only partially cut through the thickness thereof to obtain a partially severed assembly of electronic components, C) transporting the partially severed assembly of electronic components with the manipulator relative to a second cutting tool and further cutting through the thickness of first and second layers of the partially severed assembly of electronic components to a second cutting depth along second cutting lines which overlap the first cutting lines so that the electronic components are at least substantially severed almost completely one from another, and D) separating the substantially severed electronic components along the cutting lines.",0.5021429300741856,0.9957141398516287,,,,,
11493,"1. A method of fabricating a three-dimensional object from digital data representing the object, the method comprising: providing a first layer of particulate material; consolidating at least a first portion of the first layer of particulate material to form a consolidated first cross-section of the object; applying a first portion of conductive material to the consolidated first cross-section; applying a second layer of particulate material to the consolidated first cross-section of the first layer; and consolidating at least a second portion of the second layer of particulate material to form a consolidated second cross-section of the object.",0.5021790145497477,0.9956419709005047,,,,,
35130,"1. An interface arrangement for coupling between an AC system and a DC system and comprising a converter for conversion between AC and DC, said converter having a DC side with a first and a second terminal for connection to said DC system and an AC side with a group of terminals for being coupled to said AC system, a transformer having a primary side with a first set of primary windings for being coupled to said AC system and a secondary side with a second set of secondary windings coupled to said converter, said transformer being equipped with a third set of auxiliary windings, a short-circuiting device connected between said third set of auxiliary windings and ground, wherein the short-circuiting device comprises a short-circuiting switch, and a fault detecting unit configured to detect a fault on one of the converter terminals and activate the short-circuiting device for short-circuiting the third set of auxiliary windings.",0.5021906638937969,0.9956186722124063,,,,,
2940,"1. A multi-carrier modem, the modem comprising: a receiver configured to receive a waveform comprising a plurality of spectrally overlapping carrier signals from at least two of a plurality of remote units, wherein the plurality of spectrally overlapping carrier signals are modulated using an inverse Fourier transform algorithm; a transmitter; a processor coupled to the transmitter, wherein the processor outputs data for transmission to the transmitter, wherein the processor applies an inverse Fourier transform algorithm to the data provided to the transmitter; a controller programmed to instruct the transmitter to transmit a predetermined identifier on at least one of the spectrally overlapping carrier signals, the predetermined identifier identifying to a first remote unit a range of the plurality of spectrally overlapping carrier signals for the first remote unit to receive control information.",0.4977464847934871,0.9954929695869742,,,,,
24208,"1. A reusable, multi-purpose bag, comprising: a flexible, resiliently deformable body comprising: wherein at least a portion of the anterior panel is bonded to at least a portion of the posterior panel by the second material, and wherein the second material comprises a melting point for melting onto the first material at or above the second degradation temperature and a hardening point below the second degradation temperature to bond the at least portion of the anterior panel and the at least portion of the posterior panel.",0.49769195124077675,0.9953839024815535,,,,,
36711,"1. A module comprising: a radio transceiver device; an actuator; and an activation device,",0.5023923925366801,0.9952152149266398,,,,,
7316,"1. A method for implementing Link Aggregation Control Protocol (LACP) standard state machines in a distributed system which is divided as a Management Processor (MP), a Routing Processor (RP) and a Network Processor (NP) according to functions, comprising: after receiving a message at a physical port on a NP of a plurality of NPs, directly transmitting the message to a receive state machine without delivering to an RP - active on which a selection state machine operates; triggering the receive state machine, a periodic state machine, a multiplexer (MUX) state machine, and a sending state machine to operate in turn, wherein all of the receive state machine, the periodic state machine, the MUX state machine, and the sending state machine operate on the NP, these four state machines operate taking each physical link as a unit and they only need to operate on the NP at which the physical link is located; if there is a change in state machine data of at least one of the four state machines on the NP before and after the state machine operates, then synchronizing the changed state machine data of the state machine to the RP—active on which the selection state machine operates, and then triggering the selection state machine on the RP—active to operate and completing processing of the message according to a physical link selection state of the selection state machine on the RP—active; so as to reduce the number of the message deliveries between the NP and the RP—active since the five state machines are distributed in a way that the receive state machine, the periodic state machine, the MUX state machine and the sending state machine operate on the NP and the selection state machine operates on the RP—active.",0.502433430177166,0.995133139645668,,,,,
2377,"1. A diaphragm pressure expansion vessel ( 1 ) for connection to a piping network, comprising two vessel parts ( 2 , 3 ) which are connected to each other in a circumferential connecting region ( 4 ) in a pressure-tight and fluid-tight manner, wherein the closed vessel interior ( 10 ) which is formed by the two vessel parts ( 2 , 3 ) is separated by a diaphragm ( 5 ) into a water chamber ( 6 ) and a gas chamber, wherein the water chamber ( 6 ) is connectable via a connecting pipe ( 7 ) to the piping network, wherein the diaphragm ( 5 ) is formed from an at least single-layered plastic and is of bubble-shaped design, wherein the gas chamber is formed by the diaphragm interior ( 9 ) and by the vessel interior ( 10 ) between that side of the diaphragm ( 5 ) which faces away from the water chamber ( 6 ) and the adjacent vessel part ( 2 ), wherein that side of the diaphragm ( 5 ) which faces away from the water chamber ( 6 ) is provided with perforations ( 8 ).",0.5025961374336273,0.9948077251327454,,,,,
46928,"1. Apparatus comprising: an automated transaction machine including: at least one power supply, a power controller, at least one processor,",0.5026035552725902,0.9947928894548197,,,,,
13287,"1. A solid-state imaging device, comprising: a substrate having a charge accumulation region, wherein the charge accumulation region is formed within the substrate; a transparent electrode; and a photoelectric conversion region configured to generate signal charges to be accumulated in the charge accumulation region, wherein the photoelectric conversion region is provided on and is in contact with the charge accumulation region and with the substrate, wherein the photoelectric conversion region comprises a material that is not transparent and that blocks light from entering the charge accumulation region, wherein about 1.8×10",0.49735651893399174,0.9947130378679835,,,,,
7571,"1. A device for colonizing and harvesting marine hardground animals in an underwater region of a ground-based offshore edifice, the device comprising: at least one rail device configured to extend vertically on the offshore edifice along a height of the underwater region to above a waterline; a netting array including a habitat carriage having a habitat and trapping basket adapted to contain the hardground animals; a lifting device configured to move the netting array along the at least one rail device; and a scavenging carriage including a basic unit and a running unit configured to detachably couple the scavenging carriage with the at least one rail device so as to be movable thereon, the scavenging carriage being movable along the at least one rail device separately from the habitat carriage and being configured to detachably couple with the habitat carriage and the lifting device such that the habitat carriage is retrievable from the underwater region by the scavenging carriage using the lifting device.",0.4972978516038473,0.9945957032076946,,,,,
30569,"1. A semiconductor light emitting device comprising: an n-type semiconductor layer including a nitride semiconductor; a p-type semiconductor layer provided on a side of [0001] direction of the n-type semiconductor layer and including a nitride semiconductor; a first well layer provided between the n-type semiconductor layer and the p-type semiconductor layer, the first well layer having a band gap energy smaller than a band gap energy of the n-type semiconductor layer and smaller than a band gap energy of the p-type semiconductor layer, and including a nitride semiconductor; a first barrier layer provided between the first well layer and the n-type semiconductor layer, in contact with the first well layer, the first barrier layer having a band gap energy larger than the band gap energy of the first well layer, and including a nitride semiconductor; an Al-containing layer provided between the first well layer and the p-type semiconductor layer, in contact with the first well layer, the Al-containing layer having a band gap energy larger than the band gap energy of the first barrier layer, having a lattice constant smaller than a lattice constant of the n-type semiconductor layer, and having a composition of Al an intermediate layer provided between the Al-containing layer and the p-type semiconductor layer, in contact with the Al-containing layer, having a band gap energy larger than the band gap energy of the first well layer, and including a nitride semiconductor, the intermediate layer having a first portion and a second portion provided between the first portion and the p-type semiconductor layer, a band gap energy of the first portion being smaller than a band gap energy of the second portion.",0.5027130296552146,0.9945739406895708,,,,,
5800,"1. User Equipment (UE) arranged for packet-based device-to-device (D2D) discovery operations, the UE being enabled for proximity services, the UE configured to: receive signaling from an enhanced node B (eNB) indicating resources allocated for D2D discovery; configure a discovery packet in accordance with a predetermined configuration to have at least a discovery payload and a cyclic-redundancy check (CRC), the discovery payload to include discovery-related content; and transmit the discovery packet on at least some of the indicated resources for receipt by a receiving UE.",0.5027205227428366,0.9945589545143267,,,,,
35381,"1. A device for reducing aerodynamic drag of a ground vehicle, the device comprising: a tubing having an intake port, an exit port, and a plurality of venturis; and, a compressed air source being fluidly connected to the intake port; wherein the plurality of venturis is disposed between the intake port and the exit port; and, wherein each venturi from among the plurality of venturis has a throat and a venturi opening on an outer periphery of the venturi throat to remove a portion of a fluid from a boundary layer of the ground vehicle.",0.4972037214520383,0.9944074429040766,,,,,
2402,"1. A compound having a sulfur-containing ring, or prodrugs or pharmaceutically acceptable salts thereof, of one of Formulas I: in which E is —CH R additionally, R additionally, R R R and R",0.502928810912073,0.994142378175854,,,,,
4901,"1. An integrated circuit (IC), comprising: an input interface configured to receive an input signal providing information for controlling a supply voltage based on a performance characteristic of another IC; and a controller configured to generate an output signal for controlling the supply voltage based on a combination of the input signal and a performance characteristic of the IC, the controller including a feedback voltage generator configured to generate a feedback voltage signal by combining an offset voltage with the supply voltage to control a voltage regulator to regulate the supply voltage to the IC and to the other IC.",0.4970698531343467,0.9941397062686934,,,,,
43275,"1. A thermally insulated door assembly comprising: an outer first pane of light transmissive material having an outwardly facing surface and an opposite inwardly facing surface; a second pane of light transmissive material having an outwardly facing surface and an opposite inwardly facing surface, the outwardly facing surface of the second pane facing the inwardly facing surface of the first pane, the first pane and the second pane spaced apart from each other by a separation gap to define an interior chamber; a third pane of light transmissive material having an inwardly surface and an opposite outwardly facing surface, the outwardly facing surface of the third pane facing and spaced apart from the inwardly facing surface of the second pane such that another interior chamber is defined between the second pane and the third pane; a light assembly disposed within the interior chamber between the first pane and the second pane, the light assembly configured to generate light within the interior chamber; and a heat sink disposed within the interior chamber and coupled with the light assembly and the inwardly facing surface of the first pane, wherein the heat sink is configured to conduct thermal energy generated by the light assembly onto the inwardly facing surface of the first pane and into the interior chamber such that the inwardly facing surface of the first pane and the interior chamber are heated by the light assembly.",0.4969978476120818,0.9939956952241636,,,,,
7213,"1. A MEMS sensor comprising: a substrate; a MEMS structure coupled to the substrate and having a mass movable with respect to the substrate; and a reference structure electrically coupled to the movable mass of the MEMS structure, wherein the MEMS structure is radially outward from the reference structure.",0.5030769760090394,0.9938460479819211,,,,,
37503,"1. A method for inhibiting gas hydrate formation in downhole fluids comprising: using a downhole fluid including: an inhibiting amount of a corrosion system including: where the downhole fluid is selected from the group consisting of a drilling fluid, a completion fluid, and a production fluid, where the base fluid reduces or inhibits hydrocarbon gas hydrate formation under conditions conducive to hydrocarbon gas hydrate formation in the downhole fluid, and where the additives reduce or prevent corrosion by the base fluid.",0.5031180583439984,0.9937638833120033,,,,,
